House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
26,Bryant Drive,Owen,Bradley,41,Husband,Married,Male,Media buyer,None,Catholic
26,Bryant Drive,Kathleen,Bradley,11,Daughter,NA,Female,Student,None,NA
26,Bryant Drive,Declan,Bradley,9,Son,NA,Male,Student,None,NA
26,Bryant Drive,Margaret,Bradley,7,Daughter,NA,Female,Student,None,NA
26,Bryant Drive,Ian,Bradley,7,Son,NA,Male,Student,None,NA
26,Bryant Drive,John,Bradley,6,Son,NA,Male,Student,None,NA
26,Bryant Drive,Anthony,Bradley,3,Son,NA,Male,Child,None,NA
26,Bryant Drive,Yvonne,Bradley,3,Daughter,NA,Female,Child,None,NA
27,Bryant Drive,Janice,Hussain,69,Head,Widowed,Female,Unemployed,None,Christian
27,Bryant Drive,Dorothy,Hussain,39,Daughter,Divorced,Female,Adult guidance worker,None,None
27,Bryant Drive,Roger,Hussain,36,Son,Single,Male,Public relations account executive,None,Christian
27,Bryant Drive,Roy,Hussain,36,Son,Single,Male,Wellsite geologist,None,None
27,Bryant Drive,Stacey,Hussain,31,Daughter,Single,Female,Claims inspector/assessor,None,None
27,Bryant Drive,Gerard,Hussain,28,Son,Single,Male,"Engineer, building services",None,Christian
27,Bryant Drive,Debra,Hussain,27,Daughter,Single,Female,Unemployed,None,Christian
27,Bryant Drive,Hannah,Hussain,26,Daughter,Single,Female,Sports development officer,Physical Disability,Christian
27,Bryant Drive,Geraldine,Hussain,26,Daughter,Divorced,Female,Chartered management accountant,None,Christian
27,Bryant Drive,Russell,Stevenson-Hussain,23,Son,Single,Male,Commercial art gallery manager,None,Christian
27,Bryant Drive,Vanessa,Stevenson-Hussain,19,Daughter,Divorced,Female,University Student,None,Christian
28,Bryant Drive,Josh,Macdonald,50,Head,Single,Male,Dramatherapist,None,Methodist
28,Bryant Drive,Roy,Rowley,52,None,Single,Male,Unemployed,None,Christian
29,Bryant Drive,Annette,Adams,51,Head,Married,Female,Geoscientist,None,Christian
29,Bryant Drive,Henry,Adams,53,Husband,Married,Male,Health and safety inspector,None,Christian
29,Bryant Drive,Clare,Adams,27,Daughter,Single,Female,Nutritional therapist,None,Christian
29,Bryant Drive,Eric,Adams,22,Son,Single,Male,University Student,None,Christian
29,Bryant Drive,Martin,Adams,14,Son,NA,Male,Student,None,NA
30,Bryant Drive,Beverley,Lewis,46,Head,Married,Female,"Nurse, adult",None,None
30,Bryant Drive,Christopher,Lewis,48,Husband,Married,Male,"Psychologist, prison and probation services",None,None
30,Bryant Drive,Tracey,Lewis,14,Daughter,NA,Female,Student,None,NA
30,Bryant Drive,Lynn,Lewis,6,Daughter,NA,Female,Student,None,NA
31,Bryant Drive,Hilary,West,57,Head,Married,Female,Unemployed,None,Christian
31,Bryant Drive,Joe,West-Johnson,62,Husband,Married,Male,Senior tax professional/tax inspector,None,None
31,Bryant Drive,Annette,West-Johnson,28,Daughter,Single,Female,Theatre manager,None,Christian
31,Bryant Drive,Owen,West-Johnson,27,Son,Single,Male,Wellsite geologist,None,Christian
31,Bryant Drive,Allan,West-Johnson,23,Son,Single,Male,Company secretary,None,None
31,Bryant Drive,Connor,West-Johnson,22,Son,Single,Male,University Student,None,None
31,Bryant Drive,Lorraine,West-Johnson,21,Daughter,Divorced,Female,University Student,None,Christian
31,Bryant Drive,Abbie,West-Johnson,19,Daughter,Single,Female,University Student,None,None
31,Bryant Drive,Mohammad,West-Johnson,19,Son,Single,Male,University Student,None,Christian
31,Bryant Drive,Conor,West-Johnson,17,Son,NA,Male,Student,None,NA
31,Bryant Drive,Stanley,West-Johnson,15,Son,NA,Male,Student,None,NA
31,Bryant Drive,Colin,West-Johnson,13,Son,NA,Male,Student,None,NA
31,Bryant Drive,Wayne,West-Johnson,12,Son,NA,Male,Student,None,NA
31,Bryant Drive,Bethany,West-Johnson,9,Daughter,NA,Female,Student,None,NA
31,Bryant Drive,Luke,West-Johnson,8,Son,NA,Male,Student,None,NA
31,Bryant Drive,Kathryn,West-Johnson,7,Daughter,NA,Female,Student,Deaf,NA
32,Bryant Drive,Helen,Humphreys,73,Head,Married,Female,Retired Restaurant manager,None,Christian
32,Bryant Drive,Brandon,Humphreys,74,Husband,Married,Male,"Retired Designer, blown glass/stained glass",None,Christian
32,Bryant Drive,Ruth,Humphreys,35,Daughter,Single,Female,Energy manager,None,Christian
32,Bryant Drive,Melissa,Humphreys,31,Daughter,Single,Female,Historic buildings inspector/conservation officer,None,Christian
32,Bryant Drive,Paige,Humphreys,30,Daughter,Single,Female,"Designer, fashion/clothing",None,Christian
32,Bryant Drive,Sylvia,Humphreys,28,Daughter,Divorced,Female,"Conservator, furniture",None,Christian
32,Bryant Drive,Norman,Humphreys,28,Son,Single,Male,IT technical support officer,None,Christian
32,Bryant Drive,Yvonne,Humphreys,24,Daughter,Single,Female,Unemployed,None,Christian
32,Bryant Drive,Mohamed,Humphreys,15,Son,NA,Male,Student,None,NA
32,Bryant Drive,Alexandra,Humphreys,12,Daughter,NA,Female,Student,None,NA
32,Bryant Drive,Ashley,Humphreys,10,Son,NA,Male,Student,None,NA
1,Sunderland Burg,Simon,Bibi,66,Head,Divorced,Male,Intelligence analyst,None,None
1,Sunderland Burg,Ian,Bibi,39,Son,Single,Male,Automotive engineer,None,None
1,Sunderland Burg,Leon,Black,37,Son,Divorced,Male,Research scientist (maths),None,None
1,Sunderland Burg,Francesca,Black,37,Daughter,Single,Female,"Designer, textile",None,None
1,Sunderland Burg,Daniel,Black,33,Son,Divorced,Male,Unemployed,None,None
2,Sunderland Burg,Leanne,Elliott,51,Head,Married,Female,Unemployed,None,Methodist
2,Sunderland Burg,Scott,Elliott,47,Husband,Married,Male,Advice worker,None,Methodist
2,Sunderland Burg,Stacey,Elliott,19,Daughter,Single,Female,University Student,None,Methodist
2,Sunderland Burg,Lorraine,Elliott,17,Daughter,NA,Female,Student,None,NA
2,Sunderland Burg,Marc,Elliott,14,Son,NA,Male,Student,None,NA
3,Sunderland Burg,Elaine,Connor,20,Head,Single,Female,University Student,None,None
3,Sunderland Burg,Heather,Connor,0,Daughter,NA,Female,Child,None,NA
4,Sunderland Burg,Francis,Mistry,64,Head,Married,Male,Broadcast journalist,None,Christian
4,Sunderland Burg,Caroline,Mistry,60,Wife,Married,Female,Secretary/administrator,None,None
5,Sunderland Burg,Lucy,Bond,69,Head,Married,Female,Retired Structural engineer,None,Methodist
5,Sunderland Burg,David,Bond,69,Husband,Married,Male,Unemployed,None,None
5,Sunderland Burg,Claire,Bond,5,Granddaughter,NA,Female,Student,None,NA
6,Sunderland Burg,John,Payne,40,Head,Married,Male,Unemployed,None,Catholic
6,Sunderland Burg,Jennifer,Payne,37,Wife,Married,Female,Politician's assistant,None,Catholic
7,Sunderland Burg,Michelle,Walsh,44,Head,Married,Female,Retail banker,None,Methodist
7,Sunderland Burg,Shaun,Walsh,46,Husband,Married,Male,Soil scientist,None,Methodist
7,Sunderland Burg,Joanne,Walsh,19,Daughter,Single,Female,University Student,None,Methodist
7,Sunderland Burg,Lynda,Walsh,17,Daughter,NA,Female,Student,None,NA
8,Sunderland Burg,Neil,Atkinson,19,Head,Single,Male,University Student,None,None
8,Sunderland Burg,Mohammad,Mitchell,22,None,Single,Male,University Student,None,Christian
9,Sunderland Burg,Callum,Goodwin,65,Head,Widowed,Male,"Surveyor, building",None,None
10,Sunderland Burg,Charlie,Bolton,39,Head,Married,Male,Unemployed,None,Methodist
10,Sunderland Burg,Diana,Bolton,38,Wife,Married,Female,Speech and language therapist,None,Methodist
11,Sunderland Burg,Katherine,Kaur,56,Head,Married,Female,Technical brewer,None,Christian
11,Sunderland Burg,Thomas,Kaur,55,Husband,Married,Male,Contracting civil engineer,None,None
12,Sunderland Burg,Amelia,Atkinson,63,Head,Married,Female,Community education officer,None,Christian
12,Sunderland Burg,Derek,Atkinson,65,Husband,Married,Male,Metallurgist,None,Christian
13,Sunderland Burg,Hannah,Barber,57,Head,Divorced,Female,Tree surgeon,None,Christian
13,Sunderland Burg,Beverley,Barber,19,Daughter,Divorced,Female,University Student,None,Christian
14,Sunderland Burg,Angela,Butcher,33,Head,Married,Female,"Editor, commissioning",None,Muslim
14,Sunderland Burg,Alexander,Butcher,35,Husband,Married,Male,Unemployed,None,Muslim
15,Sunderland Burg,Trevor,Baldwin,48,Head,Married,Male,Probation officer,None,Christian
15,Sunderland Burg,Maria,Baldwin,46,Wife,Married,Female,Clothing/textile technologist,None,None
16,Sunderland Burg,Oliver,Wood,29,Head,Single,Male,Equality and diversity officer,None,None
16,Sunderland Burg,Pauline,King,27,Partner,Single,Female,"Librarian, public",None,None
17,Sunderland Burg,Nicola,Williams,68,Head,Married,Female,Retired Forensic psychologist,None,None
17,Sunderland Burg,Leigh,Williams,70,Husband,Married,Male,Retired Drilling engineer,None,None
18,Sunderland Burg,Louise,Burns,65,Head,Widowed,Female,"Engineer, structural",None,Methodist
19,Sunderland Burg,Holly,Hodgson,56,Head,Married,Female,"Research officer, government",None,Christian
19,Sunderland Burg,Terence,Hodgson,55,Husband,Married,Male,Radio producer,None,Christian
19,Sunderland Burg,Leslie,Hodgson,34,Son,Divorced,Male,"Engineer, manufacturing systems",None,Christian
19,Sunderland Burg,Allan,Cameron-Hodgson,32,Son,Divorced,Male,"Chemist, analytical",None,Christian
20,Sunderland Burg,Sarah,Willis,86,Head,Widowed,Female,Retired Equality and diversity officer,None,None
21,Sunderland Burg,Marian,Stone,38,Head,Divorced,Female,Product/process development scientist,None,None
21,Sunderland Burg,Carole,Iqbal,56,Lodger,Single,Female,Museum/gallery curator,None,None
21,Sunderland Burg,Oliver,Wade,22,Lodger,Single,Male,University Student,None,None
21,Sunderland Burg,Ben,Fry,20,Lodger,Single,Male,University Student,None,None
22,Sunderland Burg,Lydia,Khan,48,Head,Widowed,Female,Estate manager/land agent,None,Christian
22,Sunderland Burg,Darren,Khan,24,Son,Single,Male,Secretary/administrator,None,Christian
22,Sunderland Burg,Elliott,Khan,21,Son,Divorced,Male,University Student,None,Christian
23,Sunderland Burg,Kimberley,Bailey,29,Head,Married,Female,Technical brewer,None,None
23,Sunderland Burg,Marcus,Bailey,25,Husband,Married,Male,"Psychologist, sport and exercise",None,None
23,Sunderland Burg,Grace,Bailey,3,Daughter,NA,Female,Child,None,NA
23,Sunderland Burg,Christian,Bailey,1,Son,NA,Male,Child,None,NA
23,Sunderland Burg,Albert,Stone,58,Lodger,Single,Male,Financial adviser,None,None
24,Sunderland Burg,Megan,Williams,52,Head,Single,Female,Electrical engineer,None,None
24,Sunderland Burg,Craig,Joyce,53,Partner,Single,Male,"Scientist, research (medical)",None,None
24,Sunderland Burg,Natalie,Williams,8,Daughter,NA,Female,Student,None,NA
24,Sunderland Burg,Amy,Williams,7,Daughter,NA,Female,Student,None,NA
24,Sunderland Burg,Christian,Williams,5,Son,NA,Male,Student,None,NA
25,Sunderland Burg,Ashleigh,Norman,43,Head,Married,Female,"Engineer, production",None,None
25,Sunderland Burg,Billy,Norman,44,Husband,Married,Male,"Nurse, adult",None,None
26,Sunderland Burg,Sharon,Weston,28,Head,Married,Female,Clinical cytogeneticist,None,None
26,Sunderland Burg,Leslie,Weston,31,Husband,Married,Male,"Surveyor, building control",None,None
26,Sunderland Burg,Bethany,Weston,12,Daughter,NA,Female,Student,None,NA
26,Sunderland Burg,Mandy,Weston,12,Daughter,NA,Female,Student,None,NA
26,Sunderland Burg,Martyn,Weston,12,Son,NA,Male,Student,None,NA
27,Sunderland Burg,Damien,Woodward,47,Head,Single,Male,"Journalist, magazine",None,None
27,Sunderland Burg,Pamela,Woodward,14,Daughter,NA,Female,Student,None,NA
28,Sunderland Burg,Shirley,Edwards,39,Head,Married,Female,Building services engineer,None,Christian
28,Sunderland Burg,Joel,Edwards,42,Husband,Married,Male,Plant breeder/geneticist,None,Christian
29,Sunderland Burg,Bruce,Wood,50,Head,Single,Male,Unemployed,None,Christian
29,Sunderland Burg,Simon,Wood,6,Nephew,NA,Male,Student,None,NA
30,Sunderland Burg,Carl,Baxter,28,Head,Single,Male,Unemployed,None,Christian
30,Sunderland Burg,Abdul,Baxter,4,Son,NA,Male,Child,None,NA
31,Sunderland Burg,Carolyn,Parker,89,Head,Married,Female,"Retired Engineer, drilling",None,Christian
31,Sunderland Burg,Marcus,Parker,88,Husband,Married,Male,"Retired Engineer, structural",None,Christian
32,Sunderland Burg,Joanne,Holden,44,Head,Married,Female,"Programmer, systems",None,Christian
32,Sunderland Burg,Roy,Holden,48,Husband,Married,Male,"Therapist, sports",None,None
32,Sunderland Burg,Robert,Holden,2,Son,NA,Male,Child,None,NA
32,Sunderland Burg,Diane,Holden,1,Daughter,NA,Female,Child,None,NA
33,Sunderland Burg,Sharon,Fuller,44,Head,Divorced,Female,"Research officer, trade union",None,Christian
33,Sunderland Burg,Ricky,Fuller,18,Son,Single,Male,Student,None,Christian
33,Sunderland Burg,Sheila,Fuller,18,Daughter,Widowed,Female,Student,None,Christian
33,Sunderland Burg,Kieran,Fuller,17,Son,NA,Male,Student,None,NA
34,Sunderland Burg,Christian,Pearson,51,Head,Married,Male,"Psychologist, prison and probation services",None,Christian
34,Sunderland Burg,Debra,Pearson,55,Wife,Married,Female,Research scientist (physical sciences),None,None
34,Sunderland Burg,Chelsea,Pearson,8,Granddaughter,NA,Female,Student,None,NA
35,Sunderland Burg,Suzanne,Evans,45,Head,Divorced,Female,Unemployed,None,Methodist
35,Sunderland Burg,Charlene,Evans,20,Daughter,Divorced,Female,University Student,None,None
35,Sunderland Burg,Colin,Evans,18,Son,Single,Male,Student,None,None
35,Sunderland Burg,Anne,Evans,18,Daughter,Single,Female,Student,None,Methodist
1,Testament Street,Glen,Thompson,68,Head,Single,Male,Retired Applications developer,None,None
2,Testament Street,Henry,Farrell,24,Head,Single,Male,PhD Student,None,Catholic
2,Testament Street,Debra,Russell,21,None,Single,Female,University Student,None,None
3,Testament Street,Susan,Robinson,35,Head,Married,Female,Equality and diversity officer,None,None
3,Testament Street,Tom,Robinson,36,Husband,Married,Male,"Investment banker, operational",None,None
3,Testament Street,Nicola,Robinson,6,Daughter,NA,Female,Student,None,NA
4,Testament Street,Lynda,Jones,42,Head,Single,Female,Civil Service fast streamer,None,Christian
5,Testament Street,Jennifer,Griffin,51,Head,Married,Female,"Surveyor, planning and development",None,Christian
5,Testament Street,Oliver,Griffin,54,Husband,Married,Male,Ergonomist,None,Christian
5,Testament Street,Patricia,Griffin,31,Daughter,Single,Female,Politician's assistant,None,None
5,Testament Street,Amy,Griffin,30,Daughter,Divorced,Female,"Engineer, civil (contracting)",None,None
5,Testament Street,Georgia,Burke-Griffin,13,Daughter,NA,Female,Student,None,NA
6,Testament Street,Paige,Harding,51,Head,Single,Female,Unemployed,None,None
6,Testament Street,Alexander,Gray,19,None,Single,Male,University Student,None,Methodist
7,Testament Street,Bryan,Smith,42,Head,Divorced,Male,"Engineer, technical sales",None,Methodist
7,Testament Street,Holly,Smith,16,Daughter,NA,Female,Student,None,NA
8,Testament Street,Raymond,Hall,38,Head,Single,Male,"Doctor, general practice",None,Methodist
8,Testament Street,Sara,Dunn,55,None,Single,Female,Operational investment banker,None,Methodist
8,Testament Street,Claire,Gordon,33,None,Single,Female,Unemployed,None,None
8,Testament Street,Stephanie,Edwards,54,None,Single,Female,Careers adviser,None,None
8,Testament Street,Glenn,Barnett,39,None,Single,Male,Museum/gallery curator,None,Christian
9,Testament Street,Margaret,Smith,44,Head,Married,Female,Agricultural consultant,None,None
9,Testament Street,Allan,Smith,46,Husband,Married,Male,Drilling engineer,None,None
9,Testament Street,Lawrence,Smith,10,Son,NA,Male,Student,None,NA
9,Testament Street,Stewart,Smith,9,Son,NA,Male,Student,None,NA
9,Testament Street,Eric,Smith,3,Son,NA,Male,Child,None,NA
10,Testament Street,Hannah,Patel,25,Head,Divorced,Female,Unemployed,None,Methodist
10,Testament Street,Edward,Patel,1,Son,NA,Male,Child,None,NA
11,Testament Street,Nicole,Smith,49,Head,Married,Female,"Surveyor, building control",None,Catholic
11,Testament Street,Joseph,Smith,55,Husband,Married,Male,Town planner,None,Catholic
11,Testament Street,Gavin,Smith,18,Son,Single,Male,Student,None,Catholic
11,Testament Street,Stuart,Smith,13,Son,NA,Male,Student,None,NA
11,Testament Street,Elliot,Smith,13,Son,NA,Male,Student,None,NA
12,Testament Street,Dominic,Smith,88,Head,Widowed,Male,Retired Advertising account executive,None,Christian
13,Testament Street,Anne,Mason,29,Head,Married,Female,Hydrographic surveyor,None,None
13,Testament Street,Sean,Mason,33,Husband,Married,Male,Diagnostic radiographer,None,None
13,Testament Street,Mitchell,Mason,9,Son,NA,Male,Student,None,NA
14,Testament Street,Victor,Ferguson,36,Head,Single,Male,Medical technical officer,None,Catholic
14,Testament Street,Robin,Lee,6,Step-Son,NA,Male,Student,None,NA
15,Testament Street,Abigail,Adams,58,Head,Single,Female,Theatre director,None,None
15,Testament Street,Emily,Adams,38,Daughter,Single,Female,Production manager,None,None
16,Testament Street,Luke,Allen,43,Head,Single,Male,"Designer, graphic",None,None
16,Testament Street,Heather,Dyer,32,None,Single,Female,"Engineer, agricultural",None,None
16,Testament Street,Neil,Walsh,48,None,Single,Male,Unemployed,None,None
17,Testament Street,Sharon,Fowler,68,Head,Widowed,Female,Retired Medical technical officer,None,Methodist
18,Testament Street,Joyce,West,30,Head,Divorced,Female,Unemployed,Physical Disability,Methodist
18,Testament Street,Paige,West,0,Daughter,NA,Female,Child,None,NA
19,Testament Street,Melanie,Smith,35,Head,Single,Female,Unemployed,None,Christian
19,Testament Street,Susan,Smith,8,Daughter,NA,Female,Student,None,NA
20,Testament Street,Rachael,Jones,46,Head,Single,Female,Counsellor,None,Christian
20,Testament Street,William,Wilson,49,Partner,Single,Male,Dentist,None,None
20,Testament Street,Julie,Jones,11,Daughter,NA,Female,Student,None,NA
21,Testament Street,Harriet,Martin,66,Head,Widowed,Female,Unemployed,None,None
21,Testament Street,Elizabeth,Martin,29,Daughter,Divorced,Female,"Designer, fashion/clothing",None,None
22,Testament Street,Joe,Doherty,39,Head,Divorced,Male,Biomedical engineer,None,None
23,Testament Street,Leonard,Smith,52,Head,Married,Male,"Accountant, chartered",None,None
23,Testament Street,Lynn,Smith,50,Wife,Married,Female,Unemployed,None,None
24,Testament Street,Jonathan,Parker,73,Head,Widowed,Male,Retired Wellsite geologist,None,Christian
25,Testament Street,Leonard,Baker,68,Head,Married,Male,Retired Higher education careers adviser,None,Methodist
25,Testament Street,Grace,Baker,69,Wife,Married,Female,Unemployed,None,Methodist
26,Testament Street,Kim,Thompson,30,Head,Married,Female,"Surveyor, building",None,Methodist
26,Testament Street,Lawrence,Thompson,32,Husband,Married,Male,"Therapist, horticultural",None,Methodist
26,Testament Street,Gareth,Parkin,29,Lodger,Single,Male,"Designer, graphic",None,None
27,Testament Street,Mohamed,Rogers,83,Head,Divorced,Male,Unemployed,None,Christian
28,Testament Street,Hollie,Turner,52,Head,Widowed,Female,Corporate treasurer,None,None
28,Testament Street,Diana,Adams-Turner,22,Daughter,Single,Female,University Student,None,None
